firstAuthor,accessionId,reportedTrait,Samplesize,summaryStatistics
Chen Y,GCST90200897,Theophylline to EDTA ratio,7867,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200897/GCST90200897_buildGRCh38.tsv.gz
Chen Y,GCST90200898,Citrulline to phosphate ratio,8294,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200898/GCST90200898_buildGRCh38.tsv.gz
Chen Y,GCST90200899,Citrulline to ornithine ratio,8225,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200899/GCST90200899_buildGRCh38.tsv.gz
Chen Y,GCST90200900,Phosphate to oleoyl-linoleoyl-glycerol (18:1 to 18:2) [2] ratio,7992,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200900/GCST90200900_buildGRCh38.tsv.gz
Chen Y,GCST90200901,Ornithine to phosphate ratio,8295,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200901/GCST90200901_buildGRCh38.tsv.gz
Chen Y,GCST90200902,Phosphate to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2] ratio,7649,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200902/GCST90200902_buildGRCh38.tsv.gz
Chen Y,GCST90200903,Phosphate to glycerol ratio,8179,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200903/GCST90200903_buildGRCh38.tsv.gz
Chen Y,GCST90200904,Phosphate to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1] ratio,7623,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200904/GCST90200904_buildGRCh38.tsv.gz
Chen Y,GCST90200905,Glucose to glycerol ratio,8160,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200905/GCST90200905_buildGRCh38.tsv.gz
Chen Y,GCST90200906,2'-deoxyuridine to cytidine ratio,7410,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200906/GCST90200906_buildGRCh38.tsv.gz
Chen Y,GCST90200907,Retinol (Vitamin A) to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1] ratio,7617,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200907/GCST90200907_buildGRCh38.tsv.gz
Chen Y,GCST90200908,Retinol (Vitamin A) to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2] ratio,7668,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200908/GCST90200908_buildGRCh38.tsv.gz
Chen Y,GCST90200909,Uridine to 2'-deoxyuridine ratio,7873,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200909/GCST90200909_buildGRCh38.tsv.gz
Chen Y,GCST90200910,Retinol (Vitamin A) to oleoyl-linoleoyl-glycerol (18:1 to 18:2) [2] ratio,7981,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200910/GCST90200910_buildGRCh38.tsv.gz
Chen Y,GCST90200911,Tryptophan to pyruvate ratio,8224,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200911/GCST90200911_buildGRCh38.tsv.gz
Chen Y,GCST90200912,tryptophan to tyrosine ratio,8226,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200912/GCST90200912_buildGRCh38.tsv.gz
Chen Y,GCST90200913,Glucose to sucrose ratio,7695,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200913/GCST90200913_buildGRCh38.tsv.gz
Chen Y,GCST90200914,Tyrosine to pyruvate ratio,8220,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200914/GCST90200914_buildGRCh38.tsv.gz
Chen Y,GCST90200915,Glucose to fructose ratio,8214,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200915/GCST90200915_buildGRCh38.tsv.gz
Chen Y,GCST90200916,Fructose to sucrose ratio,7719,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200916/GCST90200916_buildGRCh38.tsv.gz
Chen Y,GCST90200917,Alpha-ketobutyrate to 3-methyl-2-oxobutyrate ratio,8133,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200917/GCST90200917_buildGRCh38.tsv.gz
Chen Y,GCST90200918,N-palmitoyl-sphingosine (d18:1 to 16:0) to N-palmitoyl-sphinganine (d18:0 to 16:0) ratio,8155,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200918/GCST90200918_buildGRCh38.tsv.gz
Chen Y,GCST90200919,Caffeine to theophylline ratio,7756,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200919/GCST90200919_buildGRCh38.tsv.gz
Chen Y,GCST90200920,Mannose to glycerol ratio,8168,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200920/GCST90200920_buildGRCh38.tsv.gz
Chen Y,GCST90200921,Mannose to mannitol to sorbitol ratio,8208,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200921/GCST90200921_buildGRCh38.tsv.gz
Chen Y,GCST90200922,Alpha-ketobutyrate to pyruvate ratio,8129,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200922/GCST90200922_buildGRCh38.tsv.gz
Chen Y,GCST90200923,Glycerol to mannitol to sorbitol ratio,8153,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200923/GCST90200923_buildGRCh38.tsv.gz
Chen Y,GCST90200924,Alpha-tocopherol to glycerol ratio,8158,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200924/GCST90200924_buildGRCh38.tsv.gz
Chen Y,GCST90200925,Caffeine to theobromine ratio,7952,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200925/GCST90200925_buildGRCh38.tsv.gz
Chen Y,GCST90200926,N-stearoyl-sphingosine (d18:1 to 18:0) to N-palmitoyl-sphinganine (d18:0 to 16:0) ratio,8159,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200926/GCST90200926_buildGRCh38.tsv.gz
Chen Y,GCST90200927,Theophylline to theobromine ratio,7858,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200927/GCST90200927_buildGRCh38.tsv.gz
Chen Y,GCST90200928,N-palmitoyl-sphingosine (d18:1 to 16:0) to N-stearoyl-sphingosine (d18:1 to 18:0) ratio,8191,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200928/GCST90200928_buildGRCh38.tsv.gz
Chen Y,GCST90200929,Glycerol to carnitine ratio,8235,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200929/GCST90200929_buildGRCh38.tsv.gz
Chen Y,GCST90200930,Carnitine to acetylcarnitine (C2) ratio,8206,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200930/GCST90200930_buildGRCh38.tsv.gz
Chen Y,GCST90200931,Glycerol to sulfate ratio,8176,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200931/GCST90200931_buildGRCh38.tsv.gz
Chen Y,GCST90200932,Glycerol to palmitoylcarnitine (C16) ratio,8165,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200932/GCST90200932_buildGRCh38.tsv.gz
Chen Y,GCST90200933,Alpha-ketoglutarate to proline ratio,8273,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200933/GCST90200933_buildGRCh38.tsv.gz
Chen Y,GCST90200934,Acetylcarnitine (C2) to propionylcarnitine (C3) ratio,8200,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200934/GCST90200934_buildGRCh38.tsv.gz
Chen Y,GCST90200935,Carnitine to propionylcarnitine (C3) ratio,8185,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200935/GCST90200935_buildGRCh38.tsv.gz
Chen Y,GCST90200936,Succinate to proline ratio,8209,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200936/GCST90200936_buildGRCh38.tsv.gz
Chen Y,GCST90200937,Alpha-ketoglutarate to trans-4-hydroxyproline ratio,8272,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200937/GCST90200937_buildGRCh38.tsv.gz
Chen Y,GCST90200938,Alpha-ketoglutarate to alanine ratio,8272,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200938/GCST90200938_buildGRCh38.tsv.gz
Chen Y,GCST90200939,Proline to trans-4-hydroxyproline ratio,8194,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200939/GCST90200939_buildGRCh38.tsv.gz
Chen Y,GCST90200940,Adenosine 5'-diphosphate (ADP) to EDTA ratio,4563,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200940/GCST90200940_buildGRCh38.tsv.gz
Chen Y,GCST90200941,Succinate to trans-4-hydroxyproline ratio,8198,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200941/GCST90200941_buildGRCh38.tsv.gz
Chen Y,GCST90200942,Glutamate to pyruvate ratio,8188,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200942/GCST90200942_buildGRCh38.tsv.gz
Chen Y,GCST90200943,Phosphate to EDTA ratio,8225,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200943/GCST90200943_buildGRCh38.tsv.gz
Chen Y,GCST90200944,Alpha-ketoglutarate to pyruvate ratio,8272,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200944/GCST90200944_buildGRCh38.tsv.gz
Chen Y,GCST90200945,Adenosine 5'-monophosphate (AMP) to EDTA ratio,8179,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200945/GCST90200945_buildGRCh38.tsv.gz
Chen Y,GCST90200946,Glutamate to alanine ratio,8172,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200946/GCST90200946_buildGRCh38.tsv.gz
Chen Y,GCST90200947,Adenosine 5'-diphosphate (ADP) to glucose ratio,4581,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200947/GCST90200947_buildGRCh38.tsv.gz
Chen Y,GCST90200948,Adenosine 5'-diphosphate (ADP) to mannitol to sorbitol ratio,4566,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200948/GCST90200948_buildGRCh38.tsv.gz
Chen Y,GCST90200949,Adenosine 5'-diphosphate (ADP) to N-acetylneuraminate ratio,4553,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200949/GCST90200949_buildGRCh38.tsv.gz
Chen Y,GCST90200950,Glucose to mannitol to sorbitol ratio,8254,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200950/GCST90200950_buildGRCh38.tsv.gz
Chen Y,GCST90200951,Mannose to fructose ratio,8202,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200951/GCST90200951_buildGRCh38.tsv.gz
Chen Y,GCST90200952,Adenosine 5'-diphosphate (ADP) to cytidine ratio,4350,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200952/GCST90200952_buildGRCh38.tsv.gz
Chen Y,GCST90200953,Glucose-to-mannose ratio,8191,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200953/GCST90200953_buildGRCh38.tsv.gz
Chen Y,GCST90200954,Cytidine to N-acetylneuraminate ratio,7683,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200954/GCST90200954_buildGRCh38.tsv.gz
Chen Y,GCST90200955,Adenosine 5'-diphosphate (ADP) to choline phosphate ratio,4560,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200955/GCST90200955_buildGRCh38.tsv.gz
Chen Y,GCST90200956,Cytidine to N-acetylglucosamine to N-acetylgalactosamine ratio,7427,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200956/GCST90200956_buildGRCh38.tsv.gz
Chen Y,GCST90200957,N-acetylneuraminate to N-acetylglucosamine to N-acetylgalactosamine ratio,7988,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200957/GCST90200957_buildGRCh38.tsv.gz
Chen Y,GCST90200958,Adenosine 5'-diphosphate (ADP) to choline ratio,4560,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200958/GCST90200958_buildGRCh38.tsv.gz
Chen Y,GCST90200959,Choline phosphate to choline ratio,8196,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200959/GCST90200959_buildGRCh38.tsv.gz
Chen Y,GCST90200960,Choline phosphate to phosphoethanolamine ratio,8213,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200960/GCST90200960_buildGRCh38.tsv.gz
Chen Y,GCST90200961,Adenosine 5'-diphosphate (ADP) to ornithine ratio,4566,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200961/GCST90200961_buildGRCh38.tsv.gz
Chen Y,GCST90200962,Adenosine 5'-diphosphate (ADP) to glutamine ratio,4569,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200962/GCST90200962_buildGRCh38.tsv.gz
Chen Y,GCST90200963,Inosine 5'-monophosphate (IMP) to urate ratio,4598,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200963/GCST90200963_buildGRCh38.tsv.gz
Chen Y,GCST90200964,Adenosine 5'-diphosphate (ADP) to 5-oxoproline ratio,4570,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200964/GCST90200964_buildGRCh38.tsv.gz
Chen Y,GCST90200965,Glutamate to 5-oxoproline ratio,8171,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200965/GCST90200965_buildGRCh38.tsv.gz
Chen Y,GCST90200966,Adenosine 5'-diphosphate (ADP) to uridine ratio,4565,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200966/GCST90200966_buildGRCh38.tsv.gz
Chen Y,GCST90200967,Phosphate to urate ratio,8204,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200967/GCST90200967_buildGRCh38.tsv.gz
Chen Y,GCST90200968,Phosphate to 5-oxoproline ratio,8217,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200968/GCST90200968_buildGRCh38.tsv.gz
Chen Y,GCST90200969,Adenosine 5'-monophosphate (AMP) to N-palmitoyl-sphingosine (d18:1 to 16:0) ratio,8188,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200969/GCST90200969_buildGRCh38.tsv.gz
Chen Y,GCST90200970,Adenosine 5'-monophosphate (AMP) to leucine ratio,8201,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200970/GCST90200970_buildGRCh38.tsv.gz
Chen Y,GCST90200971,Leucine to phosphate ratio,8298,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200971/GCST90200971_buildGRCh38.tsv.gz
Chen Y,GCST90200972,Leucine to N-palmitoyl-sphingosine (d18:1 to 16:0) ratio,8198,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200972/GCST90200972_buildGRCh38.tsv.gz
Chen Y,GCST90200973,Proline to glutamate ratio,8185,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200973/GCST90200973_buildGRCh38.tsv.gz
Chen Y,GCST90200974,Phosphate to proline ratio,8241,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200974/GCST90200974_buildGRCh38.tsv.gz
Chen Y,GCST90200975,Arachidonate (20:4n6) to caffeine ratio,8000,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200975/GCST90200975_buildGRCh38.tsv.gz
Chen Y,GCST90200976,Adenosine 5'-monophosphate (AMP) to urate ratio,8181,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200976/GCST90200976_buildGRCh38.tsv.gz
Chen Y,GCST90200977,Arachidonate (20:4n6) to paraxanthine ratio,7776,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200977/GCST90200977_buildGRCh38.tsv.gz
Chen Y,GCST90200978,Caffeine to paraxanthine ratio,7873,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200978/GCST90200978_buildGRCh38.tsv.gz
Chen Y,GCST90200979,Arachidonate (20:4n6) to linoleate (18:2n6) ratio,8162,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200979/GCST90200979_buildGRCh38.tsv.gz
Chen Y,GCST90200980,Phosphoethanolamine to choline ratio,8204,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200980/GCST90200980_buildGRCh38.tsv.gz
Chen Y,GCST90200981,Caffeine to linoleate (18:2n6) ratio,7939,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200981/GCST90200981_buildGRCh38.tsv.gz
Chen Y,GCST90200982,Paraxanthine to linoleate (18:2n6) ratio,7785,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200982/GCST90200982_buildGRCh38.tsv.gz
Chen Y,GCST90200983,Cholesterol to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1] ratio,7624,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200983/GCST90200983_buildGRCh38.tsv.gz
Chen Y,GCST90200984,Cholesterol to benzoate ratio,7387,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200984/GCST90200984_buildGRCh38.tsv.gz
Chen Y,GCST90200985,Cholesterol to oleoyl-linoleoyl-glycerol (18:1 to 18:2) [2] ratio,7981,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200985/GCST90200985_buildGRCh38.tsv.gz
Chen Y,GCST90200986,Cholesterol to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2] ratio,7655,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200986/GCST90200986_buildGRCh38.tsv.gz
Chen Y,GCST90200987,Benzoate to oleoyl-linoleoyl-glycerol (18:1 to 18:2) [2] ratio,7162,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200987/GCST90200987_buildGRCh38.tsv.gz
Chen Y,GCST90200988,Benzoate to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1] ratio,6813,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200988/GCST90200988_buildGRCh38.tsv.gz
Chen Y,GCST90200989,Histidine to asparagine ratio,8225,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200989/GCST90200989_buildGRCh38.tsv.gz
Chen Y,GCST90200990,Benzoate to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2] ratio,6865,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200990/GCST90200990_buildGRCh38.tsv.gz
Chen Y,GCST90200991,Histidine to alanine ratio,8233,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200991/GCST90200991_buildGRCh38.tsv.gz
Chen Y,GCST90200992,Alanine to asparagine ratio,8248,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200992/GCST90200992_buildGRCh38.tsv.gz
Chen Y,GCST90200993,Salicylate to oxalate (ethanedioate) ratio,8107,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200993/GCST90200993_buildGRCh38.tsv.gz
Chen Y,GCST90200994,Glutamine to alanine ratio,8222,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200994/GCST90200994_buildGRCh38.tsv.gz
Chen Y,GCST90200995,Salicylate to taurocholate ratio,7614,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200995/GCST90200995_buildGRCh38.tsv.gz
Chen Y,GCST90200996,Citrate to taurocholate ratio,7618,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200996/GCST90200996_buildGRCh38.tsv.gz
Chen Y,GCST90200997,Histidine to glutamine ratio,8223,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200997/GCST90200997_buildGRCh38.tsv.gz
Chen Y,GCST90200998,Salicylate to citrate ratio,8147,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200998/GCST90200998_buildGRCh38.tsv.gz
Chen Y,GCST90200999,Taurocholate to oxalate (ethanedioate) ratio,7755,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200999/GCST90200999_buildGRCh38.tsv.gz
Chen Y,GCST90201000,Serine to threonine ratio,8237,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90201000/GCST90201000_buildGRCh38.tsv.gz
Chen Y,GCST90201001,Serine to alpha-ketobutyrate ratio,8100,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90201001-GCST90202000/GCST90201001/GCST90201001_buildGRCh38.tsv.gz
Chen Y,GCST90201002,Maltose to sucrose ratio,5984,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90201001-GCST90202000/GCST90201002/GCST90201002_buildGRCh38.tsv.gz
Chen Y,GCST90201003,Glucose to N-palmitoyl-sphingosine (d18:1 to 16:0) ratio,8173,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90201001-GCST90202000/GCST90201003/GCST90201003_buildGRCh38.tsv.gz
